epoch,train_loss,valid_loss,mod_dice_multi,time
0,0.013957267627120018,0.018091311678290367,0.6374019160970474,23:10
1,0.014026273041963577,0.01765170693397522,0.6422627819485724,23:07
2,0.013476853258907795,0.01749509759247303,0.6406260955572657,23:06
3,0.0141062056645751,0.017076779156923294,0.643088460690177,23:06
4,0.014370731078088284,0.017248766496777534,0.6426047614844419,23:06
